microp_capacity,microp_volume,potential,slope,intercept,corr_coef,min_p_index,max_p_index,curvature,point_count,pressure_range
542.5606135006791,0.8400798774862631,4.368265491350918,-0.049459242169029645,2.7344482635129865,-0.9994824018760315,15,24,0.13338154673375083,10,"[0.00130365, 0.01380056]"
543.3232786357008,0.8412607586951998,4.364287349553537,-0.049549449589568716,2.7350583127393193,-0.9995915016853684,15,25,0.12627347249532944,11,"[0.00130365, 0.01740058]"
545.0850189992061,0.8439885693617113,4.3549638479885635,-0.04976183660597098,2.736464246134495,-0.9996380521528221,15,26,0.12075591279624008,12,"[0.00130365, 0.02206847]"
547.7867890176783,0.8481718856025819,4.340531542537096,-0.05009330384346993,2.738611554157615,-0.9996075553386815,15,27,0.12777313792372877,13,"[0.00130365, 0.02782359]"
551.4745419476922,0.8538818596636493,4.3207720530294,-0.050552518718606804,2.7415254686405204,-0.999467429600018,15,28,0.13409089161112228,14,"[0.00130365, 0.03445805]"
556.1272634360245,0.8610859537328385,4.295943988641912,-0.05113853572871881,2.745174186336726,-0.9991783347030797,15,29,0.13978527017169246,15,"[0.00130365, 0.04178732]"
561.6330531032279,0.8696109055889016,4.266879291821595,-0.05183758912933227,2.7494526588759,-0.998711853299484,15,30,0.13694589949626873,16,"[0.00130365, 0.04486854]"
566.3342888333854,0.8768901172344772,4.242579621669811,-0.05243309646557925,2.7530728568769582,-0.9983611716704571,15,31,0.19673575905490365,17,"[0.00130365, 0.05300442]"
571.9203580210655,0.8855393707962826,4.214024769265082,-0.05314609275880898,2.757335555925674,-0.9977673944046352,15,32,0.19375867950060122,18,"[0.00130365, 0.05480133]"
576.5084216124144,0.892643351077584,4.191119959612431,-0.05372857547215884,2.760805655833816,-0.9973703287012654,15,33,0.24537016195789974,19,"[0.00130365, 0.06506103]"
582.2556541397826,0.9015421437236714,4.16266854263048,-0.05446554416746569,2.7651137145528493,-0.99660517933896,15,34,0.24197668884555973,20,"[0.00130365, 0.07174989]"
588.152858930147,0.9106731476235601,4.134046740952264,-0.05522233216692825,2.769490212406758,-0.9957455565827987,15,35,0.47565764148996076,21,"[0.00130365, 0.08178596]"
595.1668879797248,0.9215333990277972,4.100642785547085,-0.056125682046975885,2.7746387613017545,-0.9943904164890816,15,36,0.4713190783040459,22,"[0.00130365, 0.088454]"
538.4583410578128,0.8337280774376331,4.400388647833023,-0.04873976578989289,2.7311521088437165,-0.9998889987346911,16,25,0.052877764003126285,10,"[0.00169959, 0.01740058]"
541.4704024207509,0.8383918367998024,4.382980212664768,-0.049127706426255614,2.7335747224264355,-0.9998025709072565,16,26,0.04999212518769064,11,"[0.00169959, 0.02206847]"
545.2145052143042,0.8441890608109778,4.36127784701548,-0.049617856441610195,2.736567401547691,-0.9996460693849625,16,27,0.060170767982130884,12,"[0.00169959, 0.02782359]"
549.7979595868935,0.8512859043561534,4.334778821983389,-0.05022635053798217,2.7402031237544535,-0.9993783884170406,16,28,0.06896802787160908,13,"[0.00169959, 0.03445805]"
555.2320484522917,0.859699837462795,4.30364986370125,-0.050955568070018366,2.7444745260063867,-0.9989554682577387,16,29,0.07657350594824872,14,"[0.00169959, 0.04178732]"
561.4237799401708,0.8692868751141353,4.268725456634838,-0.051792760742309873,2.7492908038774635,-0.9983488300447602,16,30,0.07473291560685139,15,"[0.00169959, 0.04486854]"
566.5781895120004,0.8772677636155658,4.24037523653462,-0.05248762597072456,2.753259852293667,-0.9979245323352025,16,31,0.13848951569003018,16,"[0.00169959, 0.05300442]"
572.6152117083427,0.8866152553812554,4.2076253436163915,-0.05330787669902548,2.757862881012235,-0.9972225292361152,16,32,0.13603207398981484,17,"[0.00169959, 0.05480133]"
577.4961048875648,0.894172641675053,4.18184273257903,-0.05396722867910832,2.761549059332075,-0.9967756629249283,16,33,0.1906837793424213,18,"[0.00169959, 0.06506103]"
583.5871005312989,0.9036037038399646,4.149987674325121,-0.054798906898677474,2.7661056837868863,-0.9959023826004134,16,34,0.1876110495934254,19,"[0.00169959, 0.07174989]"
589.7940012551397,0.9132142289497956,4.1182342812414685,-0.055647211968869355,2.7707003510658303,-0.9949346353062982,16,35,0.4338706205717788,20,"[0.00169959, 0.08178596]"
597.1602382649564,0.9246198255426155,4.0813334452432555,-0.056658014723361114,2.7760908826480817,-0.9934041600509653,16,36,0.4292891003514483,21,"[0.00169959, 0.088454]"
541.4917162417113,0.8384248382961433,4.382805678562317,-0.049131619276381086,2.733591817160726,-0.9997284457737156,17,26,0.030989947110336594,10,"[0.00211443, 0.02206847]"
545.7532719150837,0.8450232663406868,4.356703496508421,-0.04972210435337356,2.73699634808325,-0.9995344014826046,17,27,0.04268886541849227,11,"[0.00211443, 0.02782359]"
550.8140514203777,0.8528591816670157,4.325870995530226,-0.05043341554983433,2.7410050106998,-0.9992204122905249,17,28,0.05258897357719776,12,"[0.00211443, 0.03445805]"
556.6973029451989,0.861968580869998,4.290453699970201,-0.05126949855178257,2.745619117267321,-0.9987384445941968,17,29,0.06100524332012566,13,"[0.00211443, 0.04178732]"
563.3103254832955,0.8722079292955562,4.251361733364037,-0.0522166962932898,2.7507477119300416,-0.9980598976470239,17,30,0.059300091827574355,14,"[0.00211443, 0.04486854]"
568.7091375223773,0.880567241128201,4.220322156030638,-0.05298760637317106,2.7548902061731564,-0.9976087769779903,17,31,0.12665613420592675,15,"[0.00211443, 0.05300442]"
575.0282542600524,0.8903515171753617,4.184538117990754,-0.05389772727731045,2.7596891844596545,-0.9968435727397299,17,32,0.12406640349221665,16,"[0.00211443, 0.05480133]"
