microp_capacity,microp_volume,potential,slope,intercept,corr_coef,min_p_index,max_p_index,curvature,point_count,pressure_range
101.13188168260245,0.15658869564030672,7.333442147532479,-0.003527659461840309,2.004888087896902,-0.9995256346005913,7,16,0.00045711747770949186,10,"[1.47e-06, 2.15e-05]"
102.80958277313024,0.15918638314566302,7.303863942672275,-0.003570690689702521,2.0120335966780294,-0.9992820345720848,7,17,0.00045131417989319926,11,"[1.47e-06, 2.54e-05]"
380.7512435195546,0.5895405048753127,5.250419296980353,-0.009612302665262975,2.580641330400198,-0.9990053249330412,20,35,0.001187490909685652,16,"[3.3e-05, 0.00010187]"
382.0787995372753,0.5915960412872303,5.2470008939467006,-0.009631102016624002,2.5821529405949457,-0.9991325679962647,20,36,0.0011697104937729026,17,"[3.3e-05, 0.00010843]"
382.45873820820157,0.5921843236361178,5.246019935121404,-0.00963650580611841,2.5825845878946057,-0.999245553880033,20,37,0.0011529380438301986,18,"[3.3e-05, 0.00011567]"
381.8691245609341,0.5912713886603097,5.247553238333304,-0.00962806110532673,2.581914545582322,-0.9993363941544918,20,38,0.0011370495333126716,19,"[3.3e-05, 0.00012392]"
380.0541610027337,0.5884611692568454,5.252332572774042,-0.009601802044416775,2.579845491744469,-0.9993872196542832,20,39,0.00112155315210924,20,"[3.3e-05, 0.00013253]"
377.62039481871665,0.5846928197916909,5.258848157369906,-0.009566157119362387,2.577055441976763,-0.9994032282242724,20,40,0.0011076877652926584,21,"[3.3e-05, 0.00014208]"
374.51530596772614,0.5798850202636464,5.267326885701724,-0.009520036079798061,2.573469571465361,-0.9993749265304219,20,41,0.0010944563367095933,22,"[3.3e-05, 0.00015222]"
371.0472311834498,0.5745151873502509,5.2770093798942925,-0.009467728905439602,2.569429195158908,-0.9993141980805144,20,42,0.0010823460580135095,23,"[3.3e-05, 0.00016353]"
367.1609660664449,0.5684978446937173,5.288128027171267,-0.009408134876663494,2.5648565038934814,-0.9992118547754779,20,43,0.0010706861944320542,24,"[3.3e-05, 0.00017505]"
363.30854751928075,0.5625329087573504,5.299431664980603,-0.009348060926440888,2.560275615580275,-0.999103243006092,20,44,0.0013489621651120607,25,"[3.3e-05, 0.0001884]"
378.9085914837576,0.586687413703629,5.251253604721296,-0.009607721857072695,2.578534452706203,-0.9991003624197793,21,30,0.0008464676495873748,10,"[3.67e-05, 7.53e-05]"
383.7219402316624,0.5941402168113751,5.239057492852977,-0.009674976094950691,2.5840166317475197,-0.9992117388766267,21,31,0.0012188136055096023,11,"[3.67e-05, 7.99e-05]"
387.79219937803646,0.6004424487094134,5.228884047194607,-0.009731557541656869,2.588599068793364,-0.9993025000036914,21,32,0.0013130911488283019,12,"[3.67e-05, 8.49e-05]"
390.69398762693606,0.6049354654451806,5.221696483311015,-0.009771798702307415,2.5918367279370034,-0.999395059701059,21,33,0.001282723594757188,13,"[3.67e-05, 9.02e-05]"
392.4888143458394,0.6077145057452069,5.217268363864114,-0.009796701010578744,2.5938272841714607,-0.999484134099388,21,34,0.0012559530478991035,14,"[3.67e-05, 9.59e-05]"
393.22522396105717,0.6088547339223691,5.215449917964266,-0.00980695186969026,2.5946413684575083,-0.9995643840426283,21,35,0.0012318122444575034,15,"[3.67e-05, 0.00010187]"
393.2874716842409,0.6089511158903277,5.2152955030177495,-0.00980782298913472,2.594710112021079,-0.9996298469576392,21,36,0.0012104417045664816,16,"[3.67e-05, 0.00010843]"
392.4239120706772,0.6076140135715952,5.217455464996698,-0.009795647103463747,2.59375546293814,-0.9996773024645846,21,37,0.0011904877036227604,17,"[3.67e-05, 0.00011567]"
390.60629140671307,0.6047996800082953,5.222059373694151,-0.009769761667843657,2.591739234090633,-0.9996978835948592,21,38,0.0011717612687938254,18,"[3.67e-05, 0.00012392]"
387.534989995792,0.6000441956461656,5.22997929131498,-0.009725444986995915,2.588310920457974,-0.9996676574589732,21,39,0.0011536552639582814,19,"[3.67e-05, 0.00013253]"
383.93889615494095,0.5944761429750378,5.239456604506729,-0.009672765315746993,2.5842621119344424,-0.9996053263772158,21,40,0.0011375823097633233,20,"[3.67e-05, 0.00014208]"
379.74568337573294,0.5879835344255481,5.2507839951983675,-0.00961029991336499,2.579492845874509,-0.9994988830540016,21,41,0.0011223523349790977,21,"[3.67e-05, 0.00015222]"
375.3023518571136,0.5811036516900352,5.263113282242785,-0.00954291932290199,2.5743812859568243,-0.9993664642673716,21,42,0.0011085022165827569,22,"[3.67e-05, 0.00016353]"
370.52936429849854,0.5737133422873425,5.2767431091788515,-0.009469162233401532,2.568822631336843,-0.9991958435448036,21,43,0.0010952452927301324,23,"[3.67e-05, 0.00017505]"
365.9244921731329,0.5665833363218205,5.2902812227040625,-0.009396651969240381,2.563391478794233,-0.9990317458145245,21,44,0.001378489475594806,24,"[3.67e-05, 0.0001884]"
398.3348905338555,0.6167663440939517,5.20048417197702,-0.009891861747883954,2.6002483483442567,-0.9996775071909089,22,31,0.0012883195413513706,10,"[4.04e-05, 7.99e-05]"
400.94168340711957,0.6208026013951851,5.1942596947908335,-0.009927465680902232,2.603081209487351,-0.9997267164185782,22,32,0.0013801649550724837,11,"[4.04e-05, 8.49e-05]"
402.42789367031867,0.6231037919069168,5.190719463184943,-0.009947792015504114,2.6046880755450275,-0.9997744753178128,22,33,0.0013418873293448272,12,"[4.04e-05, 9.02e-05]"
402.8596518078356,0.623772309514431,5.189688683611081,-0.009953720693209968,2.6051537730357204,-0.9998162062115554,22,34,0.0013087455223343434,13,"[4.04e-05, 9.59e-05]"
