corr_coef,curvature,intercept,max_p_index,microp_capacity,microp_volume,min_p_index,point_count,potential,pressure_range,slope
-0.9893858146961511,0.7792350463591241,2.73959788517999,23,549.0322874768555,0.8501003672633569,14,10,3.356704649869098,"[0.011307, 0.0461]",-0.036784778353528697
