microp_capacity,microp_volume,potential,slope,intercept,corr_coef,min_p_index,max_p_index,curvature,point_count,pressure_range
206.307641800231,0.31943877630513073,11.166344945914682,-0.007569085824220725,2.314515314886414,-0.9881994084991383,19,29,0.005540693775535529,11,"[0.00053783, 0.01367232]"
205.64484459415084,0.31841252673627707,11.300278364394176,-0.007390728107670927,2.313117826452163,-0.9880432261931694,19,30,0.005384463179338607,12,"[0.00053783, 0.01737915]"
205.09558048328486,0.31756206742264076,11.418275338978324,-0.007238765143837298,2.311956302043638,-0.9881071513642713,19,31,0.005248935512766805,13,"[0.00053783, 0.02212002]"
204.63616805005358,0.31685073097281174,11.522614819997196,-0.007108261891424116,2.31098239475431,-0.9883107544730084,19,32,0.005132331601446186,14,"[0.00053783, 0.02797221]"
204.257060101092,0.316263734881697,11.61311976282416,-0.0069978994746514095,2.310177076758699,-0.9886309907468561,19,33,0.005034406062880251,15,"[0.00053783, 0.03550244]"
203.95226925238075,0.3157918085153649,11.68924739459846,-0.006907046958508803,2.3095285418095455,-0.9890753285777064,19,34,0.004948061251022267,16,"[0.00053783, 0.04518963]"
203.70689633388153,0.3154118825749594,11.753078705846118,-0.0068322259446691284,2.3090057319410193,-0.9895897233568413,19,35,0.00487208047155972,17,"[0.00053783, 0.05710476]"
203.51299068157923,0.3151116465597076,11.805358920236984,-0.006771846700239552,2.308592136417546,-0.9901444366634943,19,36,0.0048078068435259014,18,"[0.00053783, 0.07350381]"
203.36483085709614,0.31488224161562756,11.846650875977792,-0.006724721908740569,2.3082758498388705,-0.9907359128079596,19,37,0.004747511327718907,19,"[0.00053783, 0.09289727]"
203.919859140525,0.31574162595120603,11.909512711781995,-0.006653919226267769,2.309459522468499,-0.9943166299971611,20,29,0.006301873878053189,10,"[0.0009001, 0.01367232]"
203.5366922382104,0.3151483451336466,12.01468901296416,-0.006537932629515266,2.308642712333465,-0.9946183688961506,20,30,0.0060518035886338315,11,"[0.0009001, 0.01737915]"
203.23686111588412,0.3146840982158962,12.101172693942383,-0.006444817023433564,2.308002478845138,-0.9949817795601928,20,31,0.00584226157161829,12,"[0.0009001, 0.02212002]"
202.9965943301756,0.3143120784140907,12.17361813349811,-0.00636833880001074,2.3074887518244496,-0.9953487967720844,20,32,0.0056671035852164505,13,"[0.0009001, 0.02797221]"
202.80857412994598,0.31402095520528506,12.232582493192814,-0.006307092533829903,2.3070863116998006,-0.9957152460542298,20,33,0.005523454812785718,14,"[0.0009001, 0.03550244]"
202.67224453558904,0.31380986773215247,12.276869229202664,-0.006261671060985739,2.3067942772061585,-0.9960998126833047,20,34,0.005399277862907755,15,"[0.0009001, 0.04518963]"
202.574705537154,0.31365884211802475,12.309561108289065,-0.006228455585411333,2.3065852162886062,-0.9964725117680678,20,35,0.005291848194311072,16,"[0.0009001, 0.05710476]"
202.5097621818978,0.31355828633758365,12.331924635516259,-0.0062058858826081545,2.306445963647178,-0.9968211064085509,20,36,0.005202266944891286,17,"[0.0009001, 0.07350381]"
202.47589781187864,0.313505852056309,12.343880979612486,-0.006193869601496003,2.3063733333764325,-0.997147482853831,20,37,0.005119273421142494,18,"[0.0009001, 0.09289727]"
202.21742838906323,0.31310564799495677,12.569129275260027,-0.005973861135844721,2.3058185831393274,-0.9996024269434292,21,30,0.007396759460124651,10,"[0.00168689, 0.01737915]"
202.12552020900347,0.3129633409223029,12.60246272298843,-0.0059423012662879636,2.305621150656493,-0.9996375131994486,21,31,0.006980321059919512,11,"[0.00168689, 0.02212002]"
202.0538041734916,0.31285229858559904,12.629265090381505,-0.00591710601729308,2.305467031546807,-0.9996713113895411,21,32,0.006652827454921894,12,"[0.00168689, 0.02797221]"
202.00350638583916,0.31277441943580914,12.648583265638173,-0.005899045433334506,2.3053589080149646,-0.9997077261633148,21,33,0.006396859166550588,13,"[0.00168689, 0.03550244]"
201.98314222772012,0.31274288836069597,12.656601961536753,-0.005891573022165924,2.305315124184298,-0.9997510226171422,21,34,0.006183989247111075,14,"[0.00168689, 0.04518963]"
201.9832006487659,0.31274297881758456,12.656578440557679,-0.005891594919979015,2.3053152497984155,-0.9997884262705511,21,35,0.0060056760897912636,15,"[0.00168689, 0.05710476]"
202.00032669018228,0.3127694961179873,12.649549928905271,-0.00589814387198592,2.3053520718210234,-0.999813929678102,21,36,0.005860889571800536,16,"[0.00168689, 0.07350381]"
202.03730232340368,0.3128267477589168,12.634099370823112,-0.00591257867008971,2.3054315610188834,-0.9998177252443942,21,37,0.005729753482016716,17,"[0.00168689, 0.09289727]"
201.974792675137,0.31272996023628635,12.681493899542453,-0.005868467110102908,2.3052971710050167,-0.9997784451639703,22,31,0.005198025634958869,10,"[0.00209589, 0.02212002]"
201.9242995570869,0.3126517786444606,12.701850127825395,-0.005849672347035122,2.305188585058283,-0.9998071965635719,22,32,0.004904548831904211,11,"[0.00209589, 0.02797221]"
201.89246366549247,0.31260248518075384,12.71503386518335,-0.005837548028219427,2.3051201077025425,-0.9998354402068746,22,33,0.004680961554300855,12,"[0.00209589, 0.03550244]"
201.8896090224633,0.31259806516185357,12.716245271214273,-0.005836435859666776,2.3051139669855605,-0.9998644836044223,22,34,0.004498677560457049,13,"[0.00209589, 0.04518963]"
201.90537485298418,0.3126224763642942,12.709408149977461,-0.005842717057427203,2.30514788030036,-0.9998836203507532,22,35,0.004348422376151569,14,"[0.00209589, 0.05710476]"
201.93636461142188,0.31267045970813423,12.69571638134037,-0.005855326076791151,2.305214533544917,-0.9998876395602727,22,36,0.0042279882272985535,15,"[0.00209589, 0.07350381]"
